Year,State,sumInsured,premiumRate,farmerShare,farmerShareValue,stateShare,stateShareValue,goiShare,goiShareValue,indemnityLevel,seasonCode,isPreviousSeasonYearInSubsidy,firstGoiSubsidy,categoryName,cropTypeCode,startDate,endDate,insuranceCompanyName
2018,West Bengal,127500.0,19.76,4.85,6183.75,7.53,9600.75,7.38,9409.5,70,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,NATIONAL INSURANCE COMPANY LIMITED
2018,West Bengal,32250.0,11.44,0.0,0.0,6.47,2086.575,4.97,1602.825,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,NATIONAL INSURANCE COMPANY LIMITED
2021,Maharashtra,19000.0,20.0,2.0,380.0,9.0,1710.0,9.0,1710.0,70,1,True,True,Pulses,1,2020-05-26,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,MADHYA PRADESH,25000.0,5.0,2.0,500.0,1.5,375.0,1.5,375.0,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Maharashtra,35000.0,7.0,1.5,525.0,2.75,962.5,2.75,962.5,70,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MAHARASHTRA,50000.0,11.0,5.0,2500.0,3.0,1500.0,3.0,1500.0,70,1,True,True,Fiber Crops,2,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Manipur,68000.0,7.0,2.0,1360.0,0.5,340.0,4.5,3060.0,80,1,False,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Haryana,39000.0,9.0,1.5,585.0,3.75,1462.5,3.75,1462.5,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2022,MAHARASHTRA,45000.0,17.0,2.0,900.0,7.5,3375.0,7.5,3375.0,70,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,30000.0,8.0,1.5,450.0,3.25,975.0,3.25,975.0,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,HARYANA,42008.0,16.0,1.5,630.12,7.25,3045.58,7.25,3045.58,90,2,False,False,Cereals,1,2020-09-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,RAJASTHAN,90282.0,13.0,5.0,4514.1,4.0,3611.28,4.0,3611.28,80,2,False,True,Condiments and Spices,2,2020-09-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Rajasthan,31500.0,4.0,2.0,630.0,1.0,315.0,1.0,315.0,80,1,False,True,Fodder Crops,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Uttar Pradesh,30149.0,4.96,2.0,0.0,1.48,0.0,1.48,0.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Tamil Nadu,43472.0,2.0,2.0,869.44,0.0,0.0,0.0,0.0,70,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED
2020,RAJASTHAN,77772.0,5.0,1.5,1166.58,1.75,1361.01,1.75,1361.01,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Telangana,85000.0,4.5,2.0,1700.0,1.25,1062.5,1.25,1062.5,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,TATA AIG GENERAL INSURANCE CO. LTD.
2021,Maharashtra,45000.0,18.4,5.0,2250.0,6.699999999999998,3015.0,6.7,3015.0,70,1,True,True,Fiber Crops,2,2020-05-26,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,Rajasthan,70675.0,13.0,2.0,1413.5,5.5,3887.125,5.5,3887.125,80,1,False,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Odisha,50000.0,0.5,0.5,250.0,0.0,0.0,0.0,0.0,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Madhya Pradesh,18750.0,0.6,0.6,112.5,0.0,0.0,0.0,0.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Odisha,65000.0,16.83,2.0,1300.0,7.415,4819.75,7.415,4819.75,70,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Haryana,38300.0,25.0,2.0,766.0,11.5,4404.5,11.5,4404.5,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Maharashtra,30500.0,10.0,1.5,457.5,4.25,1296.25,4.25,1296.25,70,2,True,True,Millets,1,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Rajasthan,49292.0,19.0,1.5,739.38,8.75,4313.05,8.75,4313.05,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,Tripura,161948.0,2.0,2.0,3238.96,0.0,0.0,0.0,0.0,80,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,MAHARASHTRA,22500.0,30.0,2.0,450.0,14.0,3150.0,14.0,3150.0,70,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,ICICI LOMBARD GENERAL INSURANCE CO. LTD.
2019,Gujarat,27000.0,10.0,1.5,405.0,4.25,1147.5,4.25,1147.5,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2019,Rajasthan,31000.0,12.0,2.0,620.0,5.0,1550.0,5.0,1550.0,80,1,False,True,Fodder Crops,1,2018-01-01,2030-11-24 13:45:49,FUTURE GENERALI INDIA INSURANCE CO. LTD.
2018,Tamil Nadu,24083.0,2.0,1.5,361.245,0.25,60.2075,0.25,60.2075,90,2,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED
2022,MAHARASHTRA,50000.0,9.0,5.0,2500.0,2.0,1000.0,2.0,1000.0,70,1,True,True,Fiber Crops,2,2022-04-01,2030-11-24 13:45:49,ICICI LOMBARD GENERAL INSURANCE CO. LTD.
2022,MAHARASHTRA,22500.0,20.0,2.0,450.0,9.0,2025.0,9.0,2025.0,70,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,ICICI LOMBARD GENERAL INSURANCE CO. LTD.
2021,Odisha,36000.0,5.0,1.5,540.0,1.75,630.0,1.75,630.0,70,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Himachal Pradesh,30000.0,8.0,2.0,600.0,3.0,900.0,3.0,900.0,90,1,True,False,Millets,1,2020-06-25,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MAHARASHTRA,37500.0,25.0,2.0,750.0,11.5,4312.5,11.5,4312.5,70,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,ICICI LOMBARD GENERAL INSURANCE CO. LTD.
2022,Uttar Pradesh,64137.0,10.45,1.5,962.055,4.475,2870.13075,4.475,2870.13075,90,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Rajasthan,22250.0,10.0,2.0,445.0,4.0,890.0,4.0,890.0,80,1,False,True,Fodder Crops,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Rajasthan,32000.0,8.53,1.5,480.0,3.515,1124.8,3.515,1124.8,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Tamil Nadu,130910.0,4.3,4.3,5629.13,0.0,0.0,0.0,0.0,90,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Rajasthan,50000.0,7.53,1.5,750.0,3.015,1507.5,3.015,1507.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2020,Uttarakhand,72185.0,5.16,1.5,1082.775,1.83,1320.9855,1.83,1320.9855,90,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Uttarakhand,69000.0,12.71,1.5,1035.0,5.605,3867.45,5.605,3867.45,90,2,False,False,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Odisha,30000.0,0.5,0.5,150.0,0.0,0.0,0.0,0.0,70,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,Uttar Pradesh,46676.0,8.41,2.0,933.52,3.205,1495.9658,3.205,1495.9658,90,1,False,True,Millets,1,2020-06-10,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Tamil Nadu,51870.0,8.21,2.0,1037.4,3.105,1610.5635,3.105,1610.5635,90,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2021,Tamil Nadu,17537.0,50.0,2.0,350.74,34.0,5962.58,14.0,2455.18,90,1,True,False,Millets,1,2020-05-22,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Gujarat,55000.0,10.0,5.0,2750.0,2.5,1375.0,2.5,1375.0,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Maharashtra,18900.0,10.0,2.0,378.0,4.0,756.0,4.0,756.0,70,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2021,Tamil Nadu,32604.0,27.0,1.5,489.06,13.75,4483.05,11.75,3830.97,80,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,19000.0,5.0,2.0,380.0,1.5,285.0,1.5,285.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Tamil Nadu,57428.0,18.28,5.0,2871.4,6.64,3813.2192,6.64,3813.2192,90,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2022,Kerala,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,True,False,Sugar and Starch Crops,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,22850.0,17.0,2.0,457.0,7.5,1713.75,7.5,1713.75,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2021,Tamil Nadu,42225.0,10.0,1.5,633.375,4.25,1794.5625,4.25,1794.5625,80,2,True,True,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,KERALA,80000.0,5.0,1.5,1200.0,1.75,1400.0,1.75,1400.0,80,2,False,False,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Kerala,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,True,False,Sugar and Starch Crops,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,TAMIL NADU,72618.0,35.0,1.5,1089.27,21.75,15794.415,11.75,8532.615,90,2,False,True,Millets,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Maharashtra,24000.0,6.3,1.5,360.0,2.4,576.0,2.4,576.0,70,2,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Uttar Pradesh,83646.0,4.0,2.0,1672.92,1.0,836.46,1.0,836.46,90,1,True,True,Cereals,1,2020-06-10,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2022,Uttar Pradesh,49984.0,5.89,2.0,999.68,1.945,972.1888,1.945,972.1888,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Uttar Pradesh,25526.0,10.29,2.0,510.52,4.145,1058.0527,4.145,1058.0527,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Uttar Pradesh,16965.0,25.0,2.0,339.3,11.5,1950.975,11.5,1950.975,80,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Uttar Pradesh,34532.0,16.27,2.0,690.64,7.135,2463.8582,7.135,2463.8582,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,30000.0,2.7,2.0,600.0,0.35,105.0,0.35,105.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,ODISHA,37250.0,1.0,1.0,372.5,0.0,0.0,0.0,0.0,70,2,False,False,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Tamil Nadu,43179.0,19.36,2.0,863.58,8.68,3747.9372,8.68,3747.9372,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Odisha,22000.0,1.5,1.5,330.0,0.0,0.0,0.0,0.0,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED
2018,Tamil Nadu,35321.0,19.36,2.0,706.42,8.68,3065.8628,8.68,3065.8628,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Tamil Nadu,66690.0,5.4,2.0,1333.8,1.7,1133.73,1.7,1133.73,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Jharkhand,53972.0,18.0,0.0,0.0,10.0,5397.200000000001,8.0,4317.76,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2018,Rajasthan,35000.0,12.0,1.5,525.0,5.25,1837.5,5.25,1837.5,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,TATA AIG GENERAL INSURANCE CO. LTD.
2018,Jharkhand,44973.0,32.0,0.0,0.0,17.0,7645.41,15.0,6745.95,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2021,Uttar Pradesh,49959.0,16.08,1.5,749.385,7.289999999999998,3642.0111,7.29,3642.0111,80,2,True,True,Pulses,1,2021-09-02,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Tamil Nadu,128440.0,16.0,5.0,6422.0,5.5,7064.2,5.5,7064.2,80,2,True,True,Sugar and Starch Crops,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Rajasthan,68000.0,17.8,5.0,3400.0,6.4,4352.0,6.4,4352.0,90,2,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,TATA AIG GENERAL INSURANCE CO. LTD.
2020,ODISHA,101250.0,1.6,1.6,1620.0,0.0,0.0,0.0,0.0,70,2,False,False,Vegetables,2,2020-09-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,Uttar Pradesh,55237.0,5.8,2.0,1104.74,1.9,1049.503,1.9,1049.503,90,1,False,True,Oilseeds,1,2020-06-10,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Maharashtra,18900.0,4.99,2.0,378.0,1.495,282.555,1.495,282.555,70,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,MADHYA PRADESH,24000.0,24.0,1.5,360.0,11.25,2700.0,11.25,2700.0,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Assam,40725.0,2.43,1.5,610.875,0.0930000000000002,37.87425,0.837,340.86825,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Himachal Pradesh,30000.0,2.5,2.0,600.0,0.25,75.0,0.25,75.0,90,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2018,Odisha,25000.0,10.77,1.5,375.0,4.635,1158.75,4.635,1158.75,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED
2019,Madhya Pradesh,16800.0,30.0,2.0,336.0,14.0,2352.0,14.0,2352.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2020,TAMIL NADU,87315.0,25.0,5.0,4365.75,10.0,8731.5,10.0,8731.5,90,2,False,True,Vegetables,2,2020-09-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2021,Madhya Pradesh,25000.0,14.0,1.5,375.0,6.25,1562.5,6.25,1562.5,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Assam,69500.0,2.43,1.5,1042.5,0.0930000000000002,64.635,0.837,581.715,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2022,Uttar Pradesh,42992.0,7.43,2.0,859.84,2.715,1167.2328,2.715,1167.2328,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MADHYA PRADESH,49000.0,11.0,2.0,980.0,4.5,2205.0,4.5,2205.0,80,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Haryana,77800.0,3.0,2.0,1556.0,0.5,389.0,0.5,389.0,90,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Uttar Pradesh,43328.0,3.3,2.0,866.56,0.6499999999999998,281.632,0.65,281.632,90,1,True,True,Millets,1,2020-06-10,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Jharkhand,41346.0,17.01,0.0,0.0,9.505,3929.9373,7.505,3103.0173,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2021,Tamil Nadu,66134.0,15.0,1.5,992.01,6.75,4464.045,6.75,4464.045,80,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Madhya Pradesh,21750.0,11.24,2.0,435.0,4.62,1004.85,4.62,1004.85,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2022,Kerala,300000.0,4.1,4.1,12300.0,0.0,0.0,0.0,0.0,80,2,True,False,Fruits,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,24500.0,6.93,1.5,367.5,2.715,665.175,2.715,665.175,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2022,Kerala,125000.0,3.0,3.0,3750.0,0.0,0.0,0.0,0.0,80,2,True,False,Sugar and Starch Crops,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Uttar Pradesh,40217.0,9.39,2.0,804.34,3.6950000000000007,1486.01815,3.695,1486.01815,80,1,True,True,Pulses,1,2020-06-10,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Odisha,20000.0,2.38,1.5,300.0,0.44,88.0,0.44,88.0,70,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED
2019,Uttar Pradesh,23000.0,8.0,1.5,345.0,3.25,747.5,3.25,747.5,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2020,TAMIL NADU,73977.0,35.0,1.5,1109.655,21.75,16089.9975,11.75,8692.2975,90,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,47000.0,4.0,1.5,705.0,1.25,587.5,1.25,587.5,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Tamil Nadu,70025.0,40.0,5.0,3501.25,25.0,17506.25,10.0,7002.5,90,2,True,True,Vegetables,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MAHARASHTRA,42000.0,15.0,2.0,840.0,6.5,2730.0,6.5,2730.0,70,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Meghalaya,26459.0,6.0,1.5,396.885,2.25,595.3275,2.25,595.3275,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Madhya Pradesh,18000.0,1.0,1.0,180.0,0.0,0.0,0.0,0.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,Madhya Pradesh,21000.0,25.0,2.0,420.0,11.5,2415.0,11.5,2415.0,80,1,False,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,TAMIL NADU,13044.0,35.0,5.0,652.2,20.0,2608.8,10.0,1304.4,70,2,False,True,Fiber Crops,2,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Tamil Nadu,100159.0,35.0,5.0,5007.95,20.0,20031.8,10.0,10015.9,70,2,True,False,Fruits,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Tamil Nadu,66073.0,26.0,1.5,991.095,12.75,8424.3075,11.75,7763.5775,80,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Odisha,119000.0,1.0,1.0,1190.0,0.0,0.0,0.0,0.0,70,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,TAMIL NADU,27664.0,35.0,1.5,414.96,21.75,6016.92,11.75,3250.52,70,2,False,True,Millets,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,22000.0,25.0,2.0,440.0,11.5,2530.0,11.5,2530.0,80,1,True,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,Uttar Pradesh,69489.0,5.6,2.0,1389.78,1.7999999999999996,1250.802,1.8,1250.802,90,1,False,True,Cereals,1,2020-06-10,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,TAMIL NADU,90279.0,25.0,5.0,4513.95,10.0,9027.9,10.0,9027.9,90,2,False,True,Vegetables,2,2020-09-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2022,Madhya Pradesh,47000.0,10.0,1.5,705.0,4.25,1997.5,4.25,1997.5,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Gujarat,90750.0,2.0,2.0,1815.0,0.0,0.0,0.0,0.0,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2021,Tamil Nadu,61133.0,25.0,1.5,916.995,11.75,7183.1275,11.75,7183.1275,70,2,True,True,Millets,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,TAMIL NADU,48536.0,35.0,1.5,728.04,21.75,10556.58,11.75,5702.98,70,2,False,True,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Kerala,300000.0,8.3,5.0,15000.0,1.6500000000000008,4950.0,1.65,4950.0,80,2,True,False,Fruits,2,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Uttar Pradesh,48070.0,5.0,1.5,721.05,1.75,841.225,1.75,841.225,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Madhya Pradesh,10000.0,10.4,2.0,200.0,4.2,420.0,4.2,420.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Uttar Pradesh,85969.0,5.71,1.5,1289.535,2.105,1809.64745,2.105,1809.64745,90,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,JAMMU AND KASHMIR,132000.0,10.0,2.0,2640.0,4.0,5280.0,4.0,5280.0,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2020,TAMIL NADU,76694.0,25.0,5.0,3834.7,10.0,7669.4,10.0,7669.4,80,2,False,True,Vegetables,2,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Tamil Nadu,68481.0,25.0,1.5,1027.215,11.75,8046.5175,11.75,8046.5175,90,2,True,True,Millets,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,TAMIL NADU,25762.0,35.0,1.5,386.43,21.75,5603.235,11.75,3027.035,90,2,False,True,Millets,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MANIPUR,68000.0,6.0,2.0,1360.0,0.3999999999999999,272.0,3.6,2448.0,80,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Uttar Pradesh,39350.0,2.5,1.5,590.25,0.5,196.75,0.5,196.75,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Haryana,88216.0,6.2622,2.0,1764.32,2.1311,1879.97118,2.1311,1879.97118,90,1,True,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Assam,69500.0,6.0,1.5,1042.5,0.4500000000000002,312.75,4.05,2814.75,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,35000.0,2.5,1.5,525.0,0.5,175.0,0.5,175.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
